.
UPD000019,CUST00204,2025-05-30 06:00:21,city,let,conference,INSERT,2025-05-30 06:00:21,2025-06-23 06:00:21,True
UPD000020,CUST00637,2025-05-10 17:06:53,city,war,since,DELETE,2025-05-10 17:06:53,2025-07-04 17:06:53,True
UPD000021,CUST00799,2026-02-05 12:38:40,city,company,around,UPDATE,2026-02-05 12:38:40,2026-03-11 12:38:40,False
UPD000022,CUST00750,2025-07-10 08:54:23,phone,near,upon,UPDATE,2025-07-10 08:54:23,2025-07-16 08:54:23,True
UPD000023,CUST00197,2025-12-28 15:52:04,phone,activity,director,DELETE,2025-12-28 15:52:04,2026-02-06 15:52:04,False
UPD000024,CUST00827,2026-02-02 04:54:27,city,standard,democratic,UPDATE,2026-02-02 04:54:27,2026-03-12 04:54:27,True
UPD000025,CUST00077,2026-03-29 16:12:51,loyalty_tier,impact,coach,UPDATE,2026-03-29 16:12:51,2026-04-10 16:12:51,False
UPD000026,CUST00017,2026-03-06 05:05:30,loyalty_tier,draw,report,DELETE,2026-03-06 05:05:30,2026-04-07 05:05:30,False
UPD000027,CUST00796,2025-11-03 20:45:45,loyalty_tier,call,parent,UPDATE,2025-11-03 20:45:45,2025-11-04 20:45:45,True
UPD000028,CUST00313,2026-03-05 09:15:29,phone,spend,commercial,INSERT,2026-03-05 09:15:29,2026-03-16 09:15:29,True
UPD000029,CUST00750,2025-10-07 19:03:52,city,hard,response,INSERT,2025-10-07 19:03:52,2025-11-29 19:03:52,False
UPD000030,CUST00645,2025-11-29 06:18:49,state,chance,head,INSERT,2025-11-29 06:18:49,2025-12-14 06:18:49,False
UPD000031,CUST00207,2025-12-19 13:01:08,state,action,glass,DELETE,2025-12-19 13:01:08,2026-02-12 13:01:08,False
UPD000032,CUST00275,2025-12-06 19:36:04,city,agency,exist,UPDATE,2025-12-06 19:36:04,2026-01-29 19:36:04,False
UPD000033,CUST00387,2025-12-03 14:28:42,phone,according,find,UPDATE,2025-12-03 14:28:42,2025-12-16 14:28:42,False
UPD000034,CUST00224,2026-03-01 20:03:17,phone,physical,impact,DELETE,2026-03-01 20:03:17,2026-04-13 20:03:17,True
UPD000035,CUST00472,2026-03-22 23:22:06,state,truth,draw,INSERT,2026-03-22 23:22:06,2026-03-29 23:22:06,False
UPD000036,CUST00970,2025-09-14 00:46:34,city,approach,campaign,UPDATE,2025-09-14 00:46:34,2025-10-21 00:46:34,False
UPD000037,CUST00331,2026-03-30 03:26:01,state,than,go,DELETE,2026-03-30 03:26:01,2026-04-15 03:26:01,False
UPD000038,CUST00969,2025-07-15 13:30:26,phone,artist,shake,INSERT,2025-07-15 13:30:26,2025-08-10 13:30:26,False
UPD000039,CUST00530,2026-02-01 17:46:28,city,his,production,INSERT,2026-02-01 17:46:28,2026-03-12 17:46:28,False
UPD000040,CUST00970,2025-10-04 08:36:25,phone,raise,different,INSERT,2025-10-04 08:36:25,2025-10-22 08:36:25,True
UPD000041,CUST00227,2025-10-03 10:50:24,email,may,office,UPDATE,2025-10-03 10:50:24,2025-10-29 10:50:24,False
UPD000042,CUST00642,2025-12-09 02:57:49,email,computer,forget,UPDATE,2025-12-09 02:57:49,2026-01-29 02:57:49,True
UPD000043,CUST00604,2025-10-07 03:59:04,loyalty_tier,civil,center,INSERT,2025-10-07 03:59:04,2025-10-27 03:59:04,False
UPD000044,CUST00005,2025-11-13 00:44:14,loyalty_tier,what,kid,INSERT,2025-11-13 00:44:14,2025-12-25 00:44:14,True
UPD000045,CUST00689,2025-06-11 10:22:39,state,son,should,DELETE,2025-06-11 10:22:39,2025-07-06 10:22:39,True
UPD000046,CUST00992,2025-08-14 18:32:24,email,drop,responsibility,UPDATE,2025-08-14 18:32:24,2025-09-25 18:32:24,True
UPD000047,CUST00065,2026-04-03 16:58:02,state,central,address,INSERT,2026-04-03 16:58:02,2026-05-02 16:58:02,True
UPD000048,CUST00254,2026-03-01 20:03:30,loyalty_tier,card,care,UPDATE,2026-03-01 20:03:30,2026-04-23 20:03:30,True
UPD000049,CUST00735,2025-05-27 13:58:36,phone,color,claim,DELETE,2025-05-27 13:58:36,2025-07-04 13:58:36,True
UPD000050,CUST00838,2026-01-22 18:37:35,phone,onto,majority,UPDATE,2026-01-22 18:37:35,2026-02-09 18:37:35,True
UPD000051,CUST00553,2026-02-16 06:53:31,loyalty_tier,break,size,DELETE,2026-02-16 06:53:31,2026-02-28 06:53:31,True
UPD000052,CUST00944,2026-02-19 02:05:36,state,threat,product,UPDATE,2026-02-19 02:05:36,2026-03-16 02:05:36,True
UPD000053,CUST00557,2025-08-23 13:02:05,city,back,low,DELETE,2025-08-23 13:02:05,2025-10-10 13:02:05,False
UPD000054,CUST00553,2025-11-04 16:49:15,phone,performance,continue,INSERT,2025-11-04 16:49:15,2025-11-25 16:49:15,True
UPD000055,CUST00621,2026-03-14 09:12:13,email,second,his,UPDATE,2026-03-14 09:12:13,2026-05-05 09:12:13,False
UPD000056,CUST00846,2025-09-01 11:59:30,email,gun,institution,DELETE,2025-09-01 11:59:30,2025-10-28 11:59:30,True
UPD000057,CUST00613,2025-11-16 07:31:31,phone,door,election,UPDATE,2025-11-16 07:31:31,2025-12-08 07:31:31,False
UPD000058,CUST00441,2025-05-31 18:26:03,email,power,health,DELETE,2025-05-31 18:26:03,2025-06-16 18:26:03,True
UPD000059,CUST00594,2025-10-07 06:24:47,phone,research,indicate,INSERT,2025-10-07 06:24:47,2025-11-21 06:24:47,False
UPD000060,CUST00173,2025-09-19 18:37:06,email,front,knowledge,INSERT,2025-09-19 18:37:06,2025-10-27 18:37:06,False
UPD000061,CUST00687,2025-12-04 22:53:11,state,film,property,DELETE,2025-12-04 22:53:11,2025-12-14 22:53:11,False
UPD000062,CUST00940,2026-03-29 16:47:48,phone,hold,commercial,UPDATE,2026-03-29 16:47:48,2026-04-29 16:47:48,True
UPD000063,CUST00821,2025-07-11 05:53:52,loyalty_tier,street,himself,DELETE,2025-07-11 05:53:52,2025-08-05 05:53:52,True
UPD000064,CUST00547,2026-02-04 09:15:34,state,everyone,administration,INSERT,2026-02-04 09:15:34,2026-02-28 09:15:34,True
UPD000065,CUST00953,2025-08-31 14:25:27,loyalty_tier,impact,ten,DELETE,2025-08-31 14:25:27,2025-09-25 14:25:27,True
UPD000066,CUST00878,2025-07-01 23:17:35,state,nation,friend,DELETE,2025-07-01 23:17:35,2025-07-29 23:17:35,False
UPD000067,CUST00330,2025-08-06 17:07:12,email,keep,generation,UPDATE,2025-08-06 17:07:12,2025-09-27 17:07:12,False
UPD000068,CUST00821,2025-10-10 16:44:21,state,tell,grow,INSERT,2025-10-10 16:44:21,2025-10-13 16:44:21,True
UPD000069,CUST00245,2025-11-03 05:50:50,phone,first,approach,DELETE,2025-11-03 05:50:50,2025-11-07 05:50:50,False
UPD000070,CUST00874,2026-04-01 16:47:24,loyalty_tier,economic,strong,DELETE,2026-04-01 16:47:24,2026-04-15 16:47:24,True
UPD000071,CUST00694,2025-09-13 19:21:50,loyalty_tier,left,everything,DELETE,2025-09-13 19:21:50,2025-09-27 19:21:50,True
UPD000072,CUST00333,2025-12-24 13:56:25,city,soldier,financial,INSERT,2025-12-24 13:56:25,2026-02-06 13:56:25,False
UPD000073,CUST00367,2025-12-15 22:49:03,city,kid,police,UPDATE,2025-12-15 22:49:03,2026-01-25 22:49:03,True
UPD000074,CUST00837,2025-11-01 12:29:29,state,bar,choice,UPDATE,2025-11-01 12:29:29,2025-11-14 12:29:29,True
UPD000075,CUST00799,2025-05-12 03:06:24,email,type,better,DELETE,2025-05-12 03:06:24,2025-05-27 03:06:24,False
UPD000076,CUST00605,2025-07-23 02:58:17,email,special,two,INSERT,2025-07-23 02:58:17,2025-08-27 02:58:17,False
UPD000077,CUST00726,2026-01-27 01:18:00,email,fine,win,UPDATE,2026-01-27 01:18:00,2026-02-01 01:18:00,False
UPD000078,CUST00765,2025-08-01 03:27:16,phone,prepare,suffer,UPDATE,2025-08-01 03:27:16,2025-08-16 03:27:16,True
UPD000079,CUST00717,2025-05-28 11:11:35,phone,difference,maybe,UPDATE,2025-05-28 11:11:35,2025-05-30 11:11:35,True
UPD000080,CUST00276,2025-07-01 09:37:09,state,bar,up,INSERT,2025-07-01 09:37:09,2025-07-08 09:37:09,True
UPD000081,CUST00930,2025-08-16 16:41:06,loyalty_tier,her,media,INSERT,2025-08-16 16:41:06,2025-10-02 16:41:06,False
UPD000082,CUST00122,2025-11-02 23:35:45,loyalty_tier,use,moment,DELETE,2025-11-02 23:35:45,2025-11-26 23:35:45,False
UPD000083,CUST00208,2025-05-16 09:14:53,phone,have,book,UPDATE,2025-05-16 09:14:53,2025-06-06 09:14:53,False
UPD000084,CUST00146,2026-04-07 16:02:10,state,natural,doctor,DELETE,2026-04-07 16:02:10,2026-05-30 16:02:10,True
UPD000085,CUST00043,2026-01-14 19:08:58,email,ask,past,UPDATE,2026-01-14 19:08:58,2026-03-03 19:08:58,True
UPD000086,CUST00494,2025-12-04 17:27:07,city,set,game,DELETE,2025-12-04 17:27:07,2025-12-22 17:27:07,False
UPD000087,CUST00308,2025-09-12 03:01:41,loyalty_tier,structure,stay,INSERT,2025-09-12 03:01:41,2025-10-13 03:01:41,True
UPD000088,CUST00407,2026-02-02 15:13:12,phone,score,less,INSERT,2026-02-02 15:13:12,2026-03-15 15:13:12,False
UPD000089,CUST00845,2026-04-03 22:03:31,email,society,enjoy,DELETE,2026-04-03 22:03:31,2026-05-25 22:03:31,False
UPD000090,CUST00800,2026-03-17 14:24:13,phone,me,anything,INSERT,2026-03-17 14:24:13,2026-04-15 14:24:13,False
UPD000091,CUST00506,2025-08-03 13:10:44,state,how,walk,INSERT,2025-08-03 13:10:44,2025-09-20 13:10:44,False
UPD000092,CUST00554,2025-08-20 15:38:16,loyalty_tier,rule,buy,UPDATE,2025-08-20 15:38:16,2025-08-23 15:38:16,False
UPD000093,CUST00214,2026-01-15 15:20:22,state,weight,body,DELETE,2026-01-15 15:20:22,2026-03-07 15:20:22,False
UPD000094,CUST00953,2025-07-29 19:48:33,phone,according,institution,DELETE,2025-07-29 19:48:33,2025-09-04 19:48:33,False
UPD000095,CUST00209,2025-12-26 14:37:58,email,financial,bank,UPDATE,2025-12-26 14:37:58,2026-01-31 14:37:58,False
UPD000096,CUST00059,2025-10-09 23:32:18,state,bag,not,DELETE,2025-10-09 23:32:18,2025-11-23 23:32:18,True
UPD000097,CUST00203,2026-02-13 13:13:16,city,by,certainly,DELETE,2026-02-13 13:13:16,2026-03-31 13:13:16,False
UPD000098,CUST00472,2025-07-26 11:14:42,loyalty_tier,structure,one,INSERT,2025-07-26 11:14:42,2025-08-12 11:14:42,False
UPD000099,CUST00438,2025-12-21 03:44:48,phone,wind,friend,DELETE,2025-12-21 03:44:48,2026-02-09 03:44:48,False
UPD000100,CUST00896,2025-12-02 18:27:32,loyalty_tier,build,her,UPDATE,2025-12-02 18:27:32,2026-01-29 18:27:32,True
UPD000101,CUST00451,2025-05-27 22:21:44,state,ground,base,INSERT,2025-05-27 22:21:44,2025-06-28 22:21:44,False
UPD000102,CUST00312,2025-05-20 21:18:11,email,dream,standard,INSERT,2025-05-20 21:18:11,2025-05-28 21:18:11,True
UPD000103,CUST00283,2025-09-01 05:32:34,email,tend,none,INSERT,2025-09-01 05:32:34,2025-10-12 05:32:34,True
UPD000104,CUST00895,2025-11-20 13:22:56,phone,message,bill,INSERT,2025-11-20 13:22:56,2025-12-12 13:22:56,True
UPD000105,CUST00271,2025-11-08 08:46:01,loyalty_tier,instead,than,INSERT,2025-11-08 08:46:01,2025-11-16 08:46:01,False
UPD000106,CUST00623,2025-07-27 07:26:32,email,cost,former,UPDATE,2025-07-27 07:26:32,2025-08-04 07:26:32,True
UPD000107,CUST00756,2026-04-05 10:12:10,email,late,moment,DELETE,2026-04-05 10:12:10,2026-06-03 10:12:10,False
UPD000108,CUST00483,2026-01-23 17:14:17,email,man,once,UPDATE,2026-01-23 17:14:17,2026-02-28 17:14:17,False
UPD000109,CUST00551,2026-01-09 06:43:10,loyalty_tier,spend,practice,DELETE,2026-01-09 06:43:10,2026-02-25 06:43:10,False
UPD000110,CUST00666,2025-06-15 06:43:12,phone,should,rich,UPDATE,2025-06-15 06:43:12,2025-08-12 06:43:12,True
UPD000111,CUST00806,2026-01-28 05:37:49,loyalty_tier,our,majority,UPDATE,2026-01-28 05:37:49,2026-03-26 05:37:49,False
UPD000112,CUST00084,2025-12-01 02:50:02,state,before,even,UPDATE,2025-12-01 02:50:02,2026-01-02 02:50:02,True
UPD000113,CUST00986,2025-07-08 03:50:10,phone,view,prepare,INSERT,2025-07-08 03:50:10,2025-07-24 03:50:10,True
UPD000114,CUST00872,2025-07-14 20:42:38,loyalty_tier,news,forward,INSERT,2025-07-14 20:42:38,2025-08-06 20:42:38,False
UPD000115,CUST00614,2025-07-25 21:48:48,state,deep,truth,DELETE,2025-07-25 21:48:48,2025-09-18 21:48:48,True
UPD000116,CUST00393,2026-02-17 17:32:59,state,world,prepare,INSERT,2026-02-17 17:32:59,2026-04-15 17:32:59,True
UPD000117,CUST00831,2025-06-20 18:36:56,email,agreement,instead,INSERT,2025-06-20 18:36:56,2025-08-07 18:36:56,False
UPD000118,CUST00858,2025-10-18 19:36:12,loyalty_tier,ability,agree,DELETE,2025-10-18 19:36:12,2025-10-31 19:36:12,False
UPD000119,CUST00661,2026-01-09 23:50:20,loyalty_tier,decade,the,DELETE,2026-01-09 23:50:20,2026-03-10 23:50:20,True
UPD000120,CUST00104,2025-08-28 07:57:47,phone,born,line,UPDATE,2025-08-28 07:57:47,2025-09-20 07:57:47,False
UPD000121,CUST00035,2025-05-15 02:33:13,email,magazine,full,DELETE,2025-05-15 02:33:13,2025-07-04 02:33:13,True
UPD000122,CUST00884,2025-08-18 10:56:35,city,defense,out,UPDATE,2025-08-18 10:56:35,2025-10-07 10:56:35,False
UPD000123,CUST00426,2025-10-11 08:10:01,email,but,despite,INSERT,2025-10-11 08:10:01,2025-11-01 08:10:01,False
UPD000124,CUST00029,2025-11-25 16:36:26,phone,fast,author,UPDATE,2025-11-25 16:36:26,2025-12-07 16:36:26,True
UPD000125,CUST00843,2026-02-15 09:51:14,phone,ten,represent,INSERT,2026-02-15 09:51:14,2026-03-16 09:51:14,False
UPD000126,CUST00282,2025-12-25 23:37:35,state,indeed,camera,UPDATE,2025-12-25 23:37:35,2025-12-30 23:37:35,True
UPD000127,CUST00970,2025-11-27 01:03:41,city,pressure,remember,UPDATE,2025-11-27 01:03:41,2025-12-19 01:03:41,True
UPD000128,CUST00315,2025-07-21 14:56:34,phone,enjoy,present,DELETE,2025-07-21 14:56:34,2025-09-14 14:56:34,True
UPD000129,CUST00544,2025-12-04 10:14:03,phone,price,account,DELETE,2025-12-04 10:14:03,2025-12-13 10:14:03,False
UPD000130,CUST00932,2025-08-04 04:29:58,email,same,hot,UPDATE,2025-08-04 04:29:58,2025-09-28 04:29:58,False
UPD000131,CUST00154,2026-03-20 20:05:29,email,eight,significant,UPDATE,2026-03-20 20:05:29,2026-03-21 20:05:29,True
UPD000132,CUST00475,2025-08-27 00:16:00,city,as,outside,INSERT,2025-08-27 00:16:00,2025-09-10 00:16:00,False
UPD000133,CUST00556,2025-10-23 21:37:02,email,sit,red,DELETE,2025-10-23 21:37:02,2025-12-22 21:37:02,False
UPD000134,CUST00089,2026-03-05 19:45:25,phone,close,early,DELETE,2026-03-05 19:45:25,2026-03-06 19:45:25,False
UPD000135,CUST00310,2025-09-27 08:37:16,loyalty_tier,beat,page,INSERT,2025-09-27 08:37:16,2025-11-06 08:37:16,True
UPD000136,CUST00373,2026-02-21 01:14:31,phone,prepare,central,UPDATE,2026-02-21 01:14:31,2026-04-12 01:14:31,False
UPD000137,CUST00615,2025-09-27 16:37:59,phone,story,perhaps,UPDATE,2025-09-27 16:37:59,2025-11-16 16:37:59,True
UPD000138,CUST00671,2025-07-30 10:42:16,state,large,movie,INSERT,2025-07-30 10:42:16,2025-08-21 10:42:16,False
UPD000139,CUST00130,2025-07-08 02:35:47,phone,see,wonder,INSERT,2025-07-08 02:35:47,2025-08-29 02:35:47,True
UPD000140,CUST00601,2025-06-16 10:39:16,state,buy,his,UPDATE,2025-06-16 10:39:16,2025-07-13 10:39:16,False
UPD000141,CUST00738,2025-11-03 01:44:49,city,project,hold,INSERT,2025-11-03 01:44:49,2025-12-22 01:44:49,False
UPD000142,CUST00634,2025-05-15 05:10:26,email,act,become,DELETE,2025-05-15 05:10:26,2025-06-17 05:10:26,False
UPD000143,CUST00629,2025-08-13 19:24:47,email,far,station,DELETE,2025-08-13 19:24:47,2025-09-30 19:24:47,True
UPD000144,CUST00719,2026-01-29 14:05:19,loyalty_tier,type,including,INSERT,2026-01-29 14:05:19,2026-02-02 14:05:19,False
UPD000145,CUST00430,2025-09-27 19:05:17,email,mission,note,INSERT,2025-09-27 19:05:17,2025-10-06 19:05:17,True
UPD000146,CUST00162,2025-07-09 06:16:26,state,daughter,answer,DELETE,2025-07-09 06:16:26,2025-08-04 06:16:26,True
UPD000147,CUST00385,2025-11-21 18:48:27,email,movement,significant,DELETE,2025-11-21 18:48:27,2025-12-01 18:48:27,True
UPD000148,CUST00223,2025-10-13 18:06:28,loyalty_tier,remain,international,INSERT,2025-10-13 18:06:28,2025-10-18 18:06:28,False
UPD000149,CUST00894,2025-08-27 02:07:34,city,where,information,UPDATE,2025-08-27 02:07:34,2025-10-17 02:07:34,True
UPD000150,CUST00313,2026-02-25 21:08:26,phone,cover,nation,UPDATE,2026-02-25 21:08:26,2026-04-26 21:08:26,False
UPD000151,CUST00254,2025-06-06 11:32:26,city,turn,factor,DELETE,2025-06-06 11:32:26,2025-06-09 11:32:26,True
UPD000152,CUST00526,2026-01-25 18:38:53,state,suffer,natural,INSERT,2026-01-25 18:38:53,2026-03-05 18:38:53,True
UPD000153,CUST00876,2025-09-11 11:16:25,state,southern,student,DELETE,2025-09-11 11:16:25,2025-09-12 11:16:25,False
UPD000154,CUST00326,2025-08-17 22:55:24,city,indeed,accept,INSERT,2025-08-17 22:55:24,2025-09-27 22:55:24,True
UPD000155,CUST00712,2026-02-23 01:50:59,email,evidence,economic,DELETE,2026-02-23 01:50:59,2026-03-08 01:50:59,True
UPD000156,CUST00919,2026-03-29 07:15:52,city,else,safe,DELETE,2026-03-29 07:15:52,2026-05-22 07:15:52,False
UPD000157,CUST00219,2025-05-28 11:53:28,city,cup,mention,INSERT,2025-05-28 11:53:28,2025-07-14 11:53:28,False
UPD000158,CUST00110,2026-02-07 02:19:37,phone,science,camera,DELETE,2026-02-07 02:19:37,2026-03-14 02:19:37,True
UPD000159,CUST00724,2025-12-29 11:09:17,email,future,either,UPDATE,2025-12-29 11:09:17,2026-01-26 11:09:17,True
UPD000160,CUST00981,2025-12-10 18:14:37,city,clear,politics,UPDATE,2025-12-10 18:14:37,2025-12-12 18:14:37,True
UPD000161,CUST00512,2025-11-24 17:55:29,state,public,continue,DELETE,2025-11-24 17:55:29,2026-01-04 17:55:29,False
UPD000162,CUST00477,2025-10-13 19:29:38,loyalty_tier,west,inside,UPDATE,2025-10-13 19:29:38,2025-11-25 19:29:38,True
UPD000163,CUST00701,2026-01-24 07:48:20,loyalty_tier,sing,accept,UPDATE,2026-01-24 07:48:20,2026-03-22 07:48:20,True
UPD000164,CUST00184,2026-02-14 15:46:31,loyalty_tier,do,laugh,DELETE,2026-02-14 15:46:31,2026-04-06 15:46:31,True
UPD000165,CUST00188,2026-01-21 10:32:51,phone,wife,large,UPDATE,2026-01-21 10:32:51,2026-02-15 10:32:51,False
UPD000166,CUST00548,2026-03-13 00:00:10,email,shoulder,people,UPDATE,2026-03-13 00:00:10,2026-04-26 00:00:10,False
UPD000167,CUST00849,2025-12-11 08:46:27,loyalty_tier,usually,detail,UPDATE,2025-12-11 08:46:27,2026-02-03 08:46:27,True
UPD000168,CUST00906,2026-01-07 19:44:01,email,employee,alone,UPDATE,2026-01-07 19:44:01,2026-02-10 19:44:01,True
UPD000169,CUST00768,2025-12-18 01:43:56,email,like,movement,DELETE,2025-12-18 01:43:56,2025-12-26 01:43:56,True
UPD000170,CUST00420,2026-02-19 07:13:09,state,particularly,remain,DELETE,2026-02-19 07:13:09,2026-04-01 07:13:09,True
UPD000171,CUST00094,2025-11-15 03:09:40,city,decade,practice,DELETE,2025-11-15 03:09:40,2025-12-07 03:09:40,False
UPD000172,CUST00497,2026-01-17 04:19:35,phone,point,Mrs,UPDATE,2026-01-17 04:19:35,2026-03-06 04:19:35,True
UPD000173,CUST00338,2025-06-10 08:00:11,phone,number,similar,DELETE,2025-06-10 08:00:11,2025-07-13 08:00:11,True
UPD000174,CUST00900,2025-08-11 22:45:30,city,which,shoulder,INSERT,2025-08-11 22:45:30,2025-10-04 22:45:30,False
UPD000175,CUST00224,2026-01-21 18:03:48,email,remember,north,UPDATE,2026-01-21 18:03:48,2026-02-11 18:03:48,True
UPD000176,CUST00915,2025-11-27 09:40:24,loyalty_tier,wonder,somebody,INSERT,2025-11-27 09:40:24,2025-12-02 09:40:24,False
UPD000177,CUST00896,2025-08-19 12:17:42,email,foreign,current,INSERT,2025-08-19 12:17:42,2025-08-26 12:17:42,True
UPD000178,CUST00256,2025-07-21 17:24:48,email,hot,under,UPDATE,2025-07-21 17:24:48,2025-08-10 17:24:48,False
UPD000179,CUST00898,2025-11-03 06:33:39,state,significant,economic,INSERT,2025-11-03 06:33:39,2025-11-22 06:33:39,True
UPD000180,CUST00176,2025-12-08 17:48:38,email,thank,popular,DELETE,2025-12-08 17:48:38,2026-01-28 17:48:38,False
UPD000181,CUST00871,2025-10-31 15:24:50,loyalty_tier,every,should,UPDATE,2025-10-31 15:24:50,2025-11-08 15:24:50,True
UPD000182,CUST00070,2026-01-27 17:34:00,phone,person,past,DELETE,2026-01-27 17:34:00,2026-03-28 17:34:00,False
UPD000183,CUST00580,2025-10-08 08:55:25,email,political,many,INSERT,2025-10-08 08:55:25,2025-11-11 08:55:25,False
UPD000184,CUST00951,2026-01-10 21:51:53,email,case,ahead,UPDATE,2026-01-10 21:51:53,2026-02-09 21:51:53,True
UPD000185,CUST00285,2025-10-14 20:23:55,state,behind,with,INSERT,2025-10-14 20:23:55,2025-10-25 20:23:55,True
UPD000186,CUST00392,2025-07-29 00:03:22,loyalty_tier,surface,traditional,UPDATE,2025-07-29 00:03:22,2025-09-24 00:03:22,True
UPD000187,CUST00835,2025-09-10 14:24:44,phone,like,room,DELETE,2025-09-10 14:24:44,2025-09-24 14:24:44,True
UPD000188,CUST00073,2025-12-25 00:44:16,email,key,condition,DELETE,2025-12-25 00:44:16,2026-02-09 00:44:16,True
UPD000189,CUST00013,2025-10-02 01:04:32,phone,money,dinner,INSERT,2025-10-02 01:04:32,2025-11-28 01:04:32,False
UPD000190,CUST00985,2025-09-28 17:50:03,email,air,economic,UPDATE,2025-09-28 17:50:03,2025-11-03 17:50:03,True
UPD000191,CUST00249,2025-05-10 09:12:31,state,cultural,pressure,UPDATE,2025-05-10 09:12:31,2025-06-13 09:12:31,True
UPD000192,CUST00385,2025-06-03 20:20:03,state,writer,fine,DELETE,2025-06-03 20:20:03,2025-06-10 20:20:03,False
UPD000193,CUST00338,2025-06-13 04:37:14,email,study,include,UPDATE,2025-06-13 04:37:14,2025-06-27 04:37:14,True
UPD000194,CUST00193,2025-06-27 03:50:20,phone,move,different,UPDATE,2025-06-27 03:50:20,2025-07-02 03:50:20,False
UPD000195,CUST00431,2026-02-14 00:02:49,state,woman,story,INSERT,2026-02-14 00:02:49,2026-03-03 00:02:49,False
UPD000196,CUST00281,2025-10-24 20:50:04,loyalty_tier,vote,far,DELETE,2025-10-24 20:50:04,2025-12-09 20:50:04,False
UPD000197,CUST00780,2025-10-15 01:56:18,loyalty_tier,same,east,UPDATE,2025-10-15 01:56:18,2025-11-09 01:56:18,False
UPD000198,CUST00034,2026-03-29 19:29:45,state,around,senior,UPDATE,2026-03-29 19:29:45,2026-05-13 19:29:45,False
UPD000199,CUST00451,2025-08-04 11:41:16,loyalty_tier,artist,as,UPDATE,2025-08-04 11:41:16,2025-09-07 11:41:16,True
UPD000200,CUST00748,2026-02-08 20:01:47,phone,nice,work,INSERT,2026-02-08 20:01:47,2026-03-27 20:01:47,True
UPD000201,CUST00498,2025-10-13 09:22:55,phone,tree,few,UPDATE,2025-10-13 09:22:55,2025-11-28 09:22:55,False
UPD000202,CUST00453,2025-08-15 02:25:38,email,shoulder,blue,INSERT,2025-08-15 02:25:38,2025-09-15 02:25:38,False
UPD000203,CUST00275,2025-07-05 14:55:05,phone,society,news,INSERT,2025-07-05 14:55:05,2025-07-13 14:55:05,True
UPD000204,CUST00549,2025-11-29 04:51:38,loyalty_tier,standard,compare,INSERT,2025-11-29 04:51:38,2026-01-08 04:51:38,False
UPD000205,CUST00812,2025-08-27 23:58:17,city,start,field,INSERT,2025-08-27 23:58:17,2025-09-13 23:58:17,False
UPD000206,CUST00468,2025-06-17 08:14:03,city,join,rock,DELETE,2025-06-17 08:14:03,2025-08-07 08:14:03,True
UPD000207,CUST00318,2026-03-22 10:18:54,loyalty_tier,money,color,UPDATE,2026-03-22 10:18:54,2026-05-14 10:18:54,False
UPD000208,CUST00922,2025-12-22 23:25:42,phone,put,professor,INSERT,2025-12-22 23:25:42,2026-02-17 23:25:42,True
