order_id,customer_id,product_id,store_id,payment_id,order_timestamp,quantity,unit_price,discount,tax,shipping_cost,total_amount,order_status,delivery_days,channel
ORD0000139,CUST00572,PROD00071,STORE049,PAY0000139,2025-09-03 16:21:43,1,386.12,34.66,38.61,11.1,401.17,Cancelled,3,Mobile App
ORD0000140,CUST00686,PROD00182,STORE020,PAY0000140,2025-07-15 15:21:37,2,650.53,35.17,65.05,17.87,1348.81,Delivered,8,Mobile App
ORD0000141,CUST00476,PROD00279,STORE046,PAY0000141,2025-09-22 21:11:43,1,608.82,43.02,60.88,6.06,632.74,Returned,9,Web
ORD0000142,CUST00083,PROD00123,STORE040,PAY0000142,2025-12-22 21:00:34,3,68.66,36.79,6.87,5.82,181.88,Returned,1,Web
ORD0000143,CUST00376,PROD00024,STORE012,PAY0000143,2026-02-27 22:45:28,5,22.52,35.24,2.25,13.41,93.02,Cancelled,3,Mobile App
ORD0000144,CUST00780,PROD00112,STORE015,PAY0000144,2025-11-04 09:47:13,3,39.83,17.64,3.98,9.01,114.84,Shipped,5,Web
ORD0000145,CUST00540,PROD00118,STORE008,PAY0000145,2026-01-29 13:54:56,4,208.91,35.49,20.89,15.17,836.21,Returned,8,In-Store
ORD0000146,CUST00083,PROD00202,STORE026,PAY0000146,2025-09-16 01:45:58,2,706.01,14.42,70.6,19.35,1487.55,Delivered,3,Mobile App
ORD0000147,CUST00975,PROD00173,STORE041,PAY0000147,2025-08-11 10:26:24,1,803.9,14.66,80.39,19.54,889.17,Cancelled,8,Mobile App
ORD0000148,CUST00194,PROD00289,STORE005,PAY0000148,2026-01-30 20:36:08,1,552.86,43.59,55.29,8.48,573.04,Returned,7,In-Store
ORD0000149,CUST00312,PROD00233,STORE037,PAY0000149,2026-02-02 01:24:07,2,90.68,44.91,9.07,9.6,155.12,Returned,4,Mobile App
ORD0000150,CUST00467,PROD00138,STORE011,PAY0000150,2025-09-20 00:48:11,5,481.37,46.21,48.14,15.68,2424.46,Returned,3,Web
ORD0000151,CUST00589,PROD00033,STORE009,PAY0000151,2026-01-25 14:19:29,4,550.71,13.02,55.07,7.77,2252.66,Delivered,6,Mobile App
ORD0000152,CUST00309,PROD00290,STORE008,PAY0000152,2025-09-11 17:19:01,1,529.37,20.23,52.94,12.49,574.57,Cancelled,8,Mobile App
ORD0000153,CUST00723,PROD00064,STORE019,PAY0000153,2025-10-31 20:42:23,4,331.64,44.8,33.16,19.54,1334.46,Cancelled,10,In-Store
ORD0000154,CUST00143,PROD00184,STORE044,PAY0000154,2026-03-12 23:40:13,5,238.25,5.84,23.83,5.37,1214.61,Cancelled,8,Mobile App
ORD0000155,CUST00540,PROD00283,STORE015,PAY0000155,2025-06-27 17:48:33,3,486.35,9.79,48.64,6.25,1504.15,Shipped,2,In-Store
ORD0000156,CUST00370,PROD00035,STORE026,PAY0000156,2025-06-11 00:38:27,2,983.45,35.8,98.35,11.41,2040.86,Shipped,6,Web
ORD0000157,CUST00090,PROD00253,STORE014,PAY0000157,2025-09-05 03:24:05,4,447.4,37.08,44.74,11.23,1808.49,Shipped,5,Web
ORD0000158,CUST00213,PROD00061,STORE020,PAY0000158,2026-02-16 22:48:48,4,592.31,49.42,59.23,12.88,2391.93,Returned,2,In-Store
ORD0000159,CUST00180,PROD00034,STORE036,PAY0000159,2026-03-12 02:30:10,4,664.16,35.51,66.42,16.33,2703.88,Cancelled,4,Web
ORD0000160,CUST00855,PROD00226,STORE038,PAY0000160,2025-11-06 14:52:17,3,456.75,24.71,45.68,16.1,1407.32,Cancelled,1,Web
ORD0000161,CUST00670,PROD00198,STORE043,PAY0000161,2026-03-20 21:45:59,3,518.17,20.86,51.82,12.38,1597.85,Cancelled,1,Web
ORD0000162,CUST00493,PROD00046,STORE037,PAY0000162,2025-12-10 05:54:33,4,823.69,43.42,82.37,14.42,3348.13,Shipped,2,Mobile App
ORD0000163,CUST00328,PROD00245,STORE030,PAY0000163,2026-01-23 01:02:39,2,653.01,17.87,65.3,5.79,1359.24,Returned,7,In-Store
ORD0000164,CUST00199,PROD00253,STORE050,PAY0000164,2026-04-12 23:40:05,2,447.4,38.23,44.74,13.98,915.29,Cancelled,9,Mobile App
ORD0000165,CUST00548,PROD00124,STORE038,PAY0000165,2025-09-02 22:41:04,3,684.14,41.17,68.41,5.19,2084.85,Returned,6,Mobile App
ORD0000166,CUST00516,PROD00171,STORE015,PAY0000166,2026-05-07 00:45:35,2,282.94,39.76,28.29,13.38,567.79,Delivered,7,Mobile App
ORD0000167,CUST00357,PROD00217,STORE020,PAY0000167,2026-03-10 16:37:20,3,689.01,6.95,68.9,11.63,2140.61,Returned,3,In-Store
ORD0000168,CUST00132,PROD00073,STORE045,PAY0000168,2025-10-11 12:39:32,2,656.2,34.4,65.62,9.61,1353.23,Cancelled,3,Web
ORD0000169,CUST00044,PROD00010,STORE013,PAY0000169,2025-06-28 16:40:29,1,774.96,1.64,77.5,14.9,865.72,Delivered,8,Web
ORD0000170,CUST00802,PROD00171,STORE008,PAY0000170,2026-02-07 00:20:59,5,282.94,10.27,28.29,18.52,1451.24,Cancelled,6,Web
ORD0000171,CUST00165,PROD00261,STORE033,PAY0000171,2025-11-17 11:26:26,5,669.42,12.09,66.94,13.55,3415.5,Delivered,10,Web
ORD0000172,CUST00924,PROD00023,STORE049,PAY0000172,2026-03-30 17:18:38,5,270.01,0.22,27.0,15.88,1392.71,Cancelled,9,In-Store
ORD0000173,CUST00690,PROD00288,STORE007,PAY0000173,2025-10-21 21:27:20,2,269.43,41.74,26.94,19.72,543.78,Shipped,4,In-Store
ORD0000174,CUST00478,PROD00153,STORE008,PAY0000174,2026-04-24 09:15:26,5,604.44,6.8,60.44,16.43,3092.27,Returned,9,In-Store
ORD0000175,CUST00291,PROD00064,STORE030,PAY0000175,2025-12-02 19:09:59,5,331.64,36.81,33.16,15.31,1669.86,Shipped,4,In-Store
ORD0000176,CUST00962,PROD00090,STORE044,PAY0000176,2026-02-22 03:49:21,3,170.52,8.96,17.05,19.98,539.63,Shipped,2,Mobile App
ORD0000177,CUST00712,PROD00062,STORE038,PAY0000177,2025-08-23 23:53:18,1,281.2,37.07,28.12,18.39,290.64,Cancelled,2,Mobile App
