payment_id,order_id,payment_method,payment_provider,payment_status,transaction_timestamp,amount_paid,currency,fraud_flag,refund_status
PAY0000031,ORD0000031,Credit Card,Square,Pending,2025-07-16 01:17:19,1857.97,USD,True,Refunded
PAY0000032,ORD0000032,Net Banking,PayPal,Pending,2025-05-10 11:26:17,3297.82,USD,False,Partial Refund
PAY0000033,ORD0000033,PayPal,Stripe,Success,2025-05-13 04:51:56,2142.05,USD,False,Partial Refund
PAY0000034,ORD0000034,Net Banking,Square,Failed,2025-06-20 03:42:59,207.02,USD,False,Partial Refund
PAY0000035,ORD0000035,PayPal,Razorpay,Success,2025-08-18 18:57:56,981.18,USD,True,Refunded
PAY0000036,ORD0000036,Debit Card,Square,Success,2025-12-30 06:07:54,3478.89,USD,False,Partial Refund
PAY0000037,ORD0000037,Debit Card,PayPal,Failed,2026-05-01 10:17:44,303.64,USD,False,No Refund
PAY0000038,ORD0000038,UPI,Razorpay,Success,2025-07-17 11:59:26,133.94,USD,True,Partial Refund
PAY0000039,ORD0000039,UPI,Razorpay,Failed,2025-05-29 08:33:11,430.58,USD,True,No Refund
PAY0000040,ORD0000040,Net Banking,Stripe,Failed,2025-07-08 16:57:20,2507.32,USD,False,Refunded
PAY0000041,ORD0000041,Net Banking,Stripe,Success,2025-09-24 16:53:01,1008.57,USD,False,Refunded
PAY0000042,ORD0000042,UPI,Stripe,Failed,2026-02-23 22:32:33,2327.19,USD,False,Partial Refund
PAY0000043,ORD0000043,Net Banking,PayPal,Success,2025-06-13 14:59:41,1554.01,USD,False,Refunded
PAY0000044,ORD0000044,Debit Card,Square,Failed,2025-06-09 19:15:10,4559.6,USD,True,Refunded
PAY0000045,ORD0000045,Debit Card,PayPal,Pending,2025-11-27 07:07:54,2395.86,USD,False,Partial Refund
PAY0000046,ORD0000046,UPI,Stripe,Failed,2025-08-09 12:11:25,553.98,USD,False,No Refund
PAY0000047,ORD0000047,Net Banking,PayPal,Pending,2025-11-19 19:04:53,570.39,USD,True,Refunded
PAY0000048,ORD0000048,Net Banking,Square,Success,2025-11-01 14:24:32,3957.68,USD,True,No Refund
PAY0000049,ORD0000049,UPI,Razorpay,Success,2025-11-07 04:00:16,2180.49,USD,True,Refunded
PAY0000050,ORD0000050,Credit Card,Stripe,Success,2025-10-31 10:20:20,1153.58,USD,False,Refunded
PAY0000051,ORD0000051,Net Banking,Square,Success,2026-02-06 10:06:12,794.64,USD,False,Refunded
PAY0000052,ORD0000052,Debit Card,Stripe,Pending,2025-12-13 23:57:25,3738.23,USD,False,Refunded
PAY0000053,ORD0000053,Debit Card,PayPal,Pending,2025-09-04 13:50:43,1681.22,USD,False,No Refund
PAY0000054,ORD0000054,UPI,Stripe,Pending,2026-01-12 23:29:00,2774.59,USD,True,No Refund
PAY0000055,ORD0000055,PayPal,Square,Success,2026-02-25 02:47:57,55.46,USD,False,No Refund
PAY0000056,ORD0000056,Net Banking,PayPal,Pending,2025-05-18 01:34:14,558.37,USD,False,Partial Refund
PAY0000057,ORD0000057,PayPal,Razorpay,Failed,2025-09-23 14:27:52,934.88,USD,False,No Refund
PAY0000058,ORD0000058,Debit Card,PayPal,Success,2025-10-08 20:32:53,3795.25,USD,False,Partial Refund
PAY0000059,ORD0000059,Net Banking,Razorpay,Pending,2025-12-29 15:15:25,1770.58,USD,False,Partial Refund
PAY0000060,ORD0000060,PayPal,Razorpay,Success,2026-01-20 15:01:35,522.62,USD,False,Partial Refund
PAY0000061,ORD0000061,PayPal,Razorpay,Failed,2025-12-17 23:27:14,11.53,USD,False,Refunded
PAY0000062,ORD0000062,PayPal,Stripe,Pending,2025-12-27 04:04:04,2885.5,USD,True,No Refund
PAY0000063,ORD0000063,PayPal,PayPal,Failed,2025-10-20 04:42:12,2974.72,USD,False,Refunded
PAY0000064,ORD0000064,UPI,Stripe,Pending,2026-01-10 07:49:03,1543.52,USD,False,Partial Refund
PAY0000065,ORD0000065,UPI,PayPal,Success,2025-11-04 10:08:20,3665.03,USD,False,No Refund
PAY0000066,ORD0000066,Debit Card,Stripe,Success,2026-04-21 11:52:55,490.97,USD,True,Partial Refund
PAY0000067,ORD0000067,Debit Card,PayPal,Pending,2026-02-05 08:46:44,885.15,USD,False,Refunded
PAY0000068,ORD0000068,Net Banking,PayPal,Success,2025-10-17 07:26:41,805.3,USD,False,No Refund
PAY0000069,ORD0000069,Credit Card,Stripe,Failed,2025-09-01 11:48:29,92.46,USD,False,Partial Refund
PAY0000070,ORD0000070,Credit Card,Stripe,Failed,2025-05-25 08:17:35,4237.0,USD,False,Refunded
PAY0000071,ORD0000071,UPI,Square,Pending,2025-07-23 22:56:46,2939.91,USD,False,Partial Refund
PAY0000072,ORD0000072,Net Banking,Square,Failed,2026-03-13 11:54:40,206.18,USD,False,Refunded
PAY0000073,ORD0000073,PayPal,Razorpay,Success,2026-03-12 08:24:09,4516.07,USD,False,Partial Refund
PAY0000074,ORD0000074,PayPal,Razorpay,Success,2025-08-08 04:46:25,757.11,USD,False,Partial Refund
PAY0000075,ORD0000075,UPI,Square,Pending,2025-07-23 08:22:57,954.45,USD,False,No Refund
PAY0000076,ORD0000076,UPI,Square,Pending,2026-01-10 16:25:17,1911.1,USD,False,No Refund
PAY0000077,ORD0000077,Credit Card,Square,Pending,2025-09-13 17:33:48,279.58,USD,False,Partial Refund
PAY0000078,ORD0000078,UPI,Stripe,Failed,2025-09-14 00:29:06,2014.71,USD,False,Partial Refund
PAY0000079,ORD0000079,Credit Card,Square,Failed,2025-06-04 09:19:53,41.82,USD,False,No Refund
PAY0000080,ORD0000080,Debit Card,Stripe,Failed,2026-04-07 03:41:47,2062.48,USD,True,Refunded
PAY0000081,ORD0000081,Credit Card,PayPal,Success,2025-09-21 13:15:33,259.79,USD,True,Refunded
PAY0000082,ORD0000082,UPI,Razorpay,Success,2025-08-01 08:56:06,3114.77,USD,False,No Refund
PAY0000083,ORD0000083,UPI,Square,Failed,2025-08-29 11:13:42,714.79,USD,True,Refunded
PAY0000084,ORD0000084,UPI,Square,Failed,2026-05-01 02:34:09,2149.24,USD,False,Partial Refund
PAY0000085,ORD0000085,Credit Card,Razorpay,Pending,2025-11-17 01:42:26,107.91,USD,True,Refunded
PAY0000086,ORD0000086,UPI,Square,Success,2025-08-31 07:37:46,2740.59,USD,True,Refunded
PAY0000087,ORD0000087,UPI,Razorpay,Failed,2025-07-06 16:20:09,402.89,USD,False,No Refund
PAY0000088,ORD0000088,PayPal,Stripe,Success,2025-11-29 03:04:13,1516.42,USD,True,Refunded
PAY0000089,ORD0000089,PayPal,Stripe,Failed,2025-10-20 01:34:13,1890.57,USD,True,Refunded
PAY0000090,ORD0000090,PayPal,Razorpay,Success,2026-03-01 11:55:59,3393.41,USD,False,Partial Refund
PAY0000091,ORD0000091,Credit Card,Razorpay,Success,2025-06-09 18:59:43,193.58,USD,False,Refunded
PAY0000092,ORD0000092,Net Banking,Razorpay,Failed,2025-06-13 09:22:41,2511.45,USD,True,No Refund
PAY0000093,ORD0000093,Debit Card,Razorpay,Pending,2026-02-03 22:53:51,2400.7,USD,False,Partial Refund
PAY0000094,ORD0000094,UPI,Razorpay,Pending,2025-07-07 00:55:48,332.31,USD,False,No Refund
PAY0000095,ORD0000095,UPI,Stripe,Success,2025-07-02 14:21:14,314.05,USD,False,No Refund
PAY0000096,ORD0000096,PayPal,Razorpay,Failed,2025-07-25 03:42:55,812.67,USD,False,Partial Refund
PAY0000097,ORD0000097,UPI,PayPal,Success,2026-03-31 20:59:56,212.05,USD,True,Partial Refund
PAY0000098,ORD0000098,PayPal,Razorpay,Pending,2026-04-19 12:07:42,339.4,USD,False,Partial Refund
PAY0000099,ORD0000099,Debit Card,Razorpay,Pending,2025-11-10 22:08:51,4102.81,USD,False,Partial Refund
PAY0000100,ORD0000100,Net Banking,Razorpay,Pending,2026-01-23 16:03:41,1439.56,USD,True,Partial Refund
PAY0000101,ORD0000101,Credit Card,Stripe,Success,2026-05-01 00:46:45,799.88,USD,True,Partial Refund
PAY0000102,ORD0000102,PayPal,Razorpay,Pending,2025-10-18 00:39:43,4101.38,USD,False,Partial Refund
PAY0000103,ORD0000103,Credit Card,Square,Pending,2025-06-20 13:48:34,900.45,USD,False,No Refund
PAY0000104,ORD0000104,UPI,Razorpay,Success,2025-06-05 00:14:03,2904.88,USD,True,Refunded
PAY0000105,ORD0000105,Debit Card,PayPal,Pending,2026-03-23 13:23:40,1997.66,USD,False,No Refund
PAY0000106,ORD0000106,Debit Card,PayPal,Failed,2025-06-06 05:30:42,1702.54,USD,False,Refunded
PAY0000107,ORD0000107,UPI,Stripe,Success,2026-02-21 22:44:50,4025.04,USD,False,Refunded
PAY0000108,ORD0000108,PayPal,Razorpay,Failed,2025-09-06 12:50:35,3946.96,USD,False,No Refund
PAY0000109,ORD0000109,UPI,Razorpay,Pending,2025-06-01 21:00:33,2853.83,USD,False,Refunded
PAY0000110,ORD0000110,Net Banking,PayPal,Pending,2025-11-01 22:18:22,577.23,USD,False,Refunded
PAY0000111,ORD0000111,PayPal,Square,Success,2026-03-10 05:49:00,253.18,USD,False,Refunded
PAY0000112,ORD0000112,Credit Card,Stripe,Success,2025-05-20 03:13:11,344.68,USD,False,Refunded
PAY0000113,ORD0000113,UPI,Razorpay,Pending,2025-12-04 20:13:05,993.63,USD,True,Partial Refund
PAY0000114,ORD0000114,Credit Card,Square,Success,2026-04-20 13:45:05,2031.96,USD,False,Refunded
PAY0000115,ORD0000115,Debit Card,Razorpay,Success,2025-05-09 14:46:06,571.48,USD,False,No Refund
PAY0000116,ORD0000116,Credit Card,Square,Failed,2026-02-28 08:48:07,306.68,USD,False,No Refund
PAY0000117,ORD0000117,UPI,Razorpay,Pending,2025-09-28 00:14:30,747.18,USD,False,Refunded
PAY0000118,ORD0000118,Net Banking,Square,Failed,2025-10-31 04:59:26,278.44,USD,False,Refunded
PAY0000119,ORD0000119,UPI,PayPal,Success,2025-08-27 07:06:54,1043.71,USD,True,Refunded
PAY0000120,ORD0000120,PayPal,PayPal,Success,2025-10-26 10:46:46,1491.35,USD,False,No Refund
PAY0000121,ORD0000121,PayPal,Stripe,Success,2026-01-24 05:38:13,122.56,USD,True,Refunded
PAY0000122,ORD0000122,Net Banking,PayPal,Success,2025-07-14 22:31:02,228.94,USD,False,Refunded
PAY0000123,ORD0000123,Debit Card,Stripe,Failed,2025-07-27 12:09:02,2919.85,USD,True,Refunded
PAY0000124,ORD0000124,Net Banking,PayPal,Success,2025-06-10 21:39:10,2494.45,USD,False,Refunded
PAY0000125,ORD0000125,Credit Card,PayPal,Failed,2025-11-04 12:33:57,1810.46,USD,True,Refunded
PAY0000126,ORD0000126,Net Banking,Stripe,Success,2025-07-03 02:20:52,2272.03,USD,False,No Refund
PAY0000127,ORD0000127,PayPal,Razorpay,Pending,2026-02-08 05:04:34,301.83,USD,False,No Refund
PAY0000128,ORD0000128,Credit Card,PayPal,Pending,2025-07-26 07:54:00,1012.09,USD,True,Partial Refund
PAY0000129,ORD0000129,Credit Card,Square,Pending,2026-04-08 20:08:42,2272.05,USD,False,Refunded
PAY0000130,ORD0000130,Debit Card,PayPal,Pending,2025-09-24 15:21:43,474.55,USD,True,No Refund
PAY0000131,ORD0000131,Credit Card,PayPal,Success,2026-04-16 13:35:13,1885.63,USD,True,Refunded
PAY0000132,ORD0000132,UPI,PayPal,Success,2025-09-26 22:19:24,776.14,USD,False,No Refund
PAY0000133,ORD0000133,Net Banking,Razorpay,Success,2026-02-04 17:31:22,3663.7,USD,False,No Refund
PAY0000134,ORD0000134,UPI,Square,Success,2025-08-24 05:02:12,373.49,USD,False,No Refund
PAY0000135,ORD0000135,Debit Card,Square,Success,2025-11-08 17:53:18,559.16,USD,False,Partial Refund
PAY0000136,ORD0000136,Net Banking,Razorpay,Success,2025-06-17 17:45:10,3987.75,USD,False,Refunded
PAY0000137,ORD0000137,Debit Card,PayPal,Pending,2025-11-21 22:52:39,323.14,USD,True,Refunded
PAY0000138,ORD0000138,PayPal,Stripe,Failed,2025-05-14 22:57:34,1317.2,USD,False,No Refund
PAY0000139,ORD0000139,UPI,PayPal,Pending,2025-09-03 16:24:43,401.17,USD,True,Refunded
PAY0000140,ORD0000140,Debit Card,Razorpay,Success,2025-07-15 15:47:37,1348.81,USD,False,Partial Refund
PAY0000141,ORD0000141,UPI,Razorpay,Failed,2025-09-22 21:34:43,632.74,USD,False,Partial Refund
PAY0000142,ORD0000142,PayPal,Square,Failed,2025-12-22 21:20:34,181.88,USD,True,Refunded
PAY0000143,ORD0000143,Debit Card,Stripe,Pending,2026-02-27 23:01:28,93.02,USD,False,Partial Refund
PAY0000144,ORD0000144,Credit Card,Square,Failed,2025-11-04 10:02:13,114.84,USD,False,Partial Refund
PAY0000145,ORD0000145,UPI,Stripe,Success,2026-01-29 14:23:56,836.21,USD,False,No Refund
PAY0000146,ORD0000146,Credit Card,PayPal,Failed,2025-09-16 01:50:58,1487.55,USD,False,Partial Refund
PAY0000147,ORD0000147,PayPal,Razorpay,Pending,2025-08-11 10:47:24,889.17,USD,True,Refunded
PAY0000148,ORD0000148,UPI,Square,Failed,2026-01-30 20:55:08,573.04,USD,False,Refunded
PAY0000149,ORD0000149,UPI,Square,Success,2026-02-02 01:29:07,155.12,USD,False,Refunded
PAY0000150,ORD0000150,Debit Card,PayPal,Success,2025-09-20 00:52:11,2424.46,USD,True,Refunded
PAY0000151,ORD0000151,Debit Card,Square,Failed,2026-01-25 14:37:29,2252.66,USD,False,Partial Refund
PAY0000152,ORD0000152,Debit Card,Stripe,Pending,2025-09-11 17:37:01,574.57,USD,False,Partial Refund
PAY0000153,ORD0000153,PayPal,Square,Pending,2025-10-31 20:46:23,1334.46,USD,False,No Refund
PAY0000154,ORD0000154,Credit Card,Square,Success,2026-03-13 00:00:13,1214.61,USD,False,Partial Refund
PAY0000155,ORD0000155,PayPal,PayPal,Failed,2025-06-27 17:59:33,1504.15,USD,True,Partial Refund
PAY0000156,ORD0000156,UPI,Square,Failed,2025-06-11 00:48:27,2040.86,USD,False,Partial Refund
PAY0000157,ORD0000157,PayPal,Razorpay,Success,2025-09-05 03:51:05,1808.49,USD,True,No Refund
PAY0000158,ORD0000158,PayPal,Stripe,Success,2026-02-16 23:02:48,2391.93,USD,False,Refunded
PAY0000159,ORD0000159,PayPal,Square,Pending,2026-03-12 02:46:10,2703.88,USD,True,Refunded
PAY0000160,ORD0000160,Debit Card,Square,Failed,2025-11-06 15:13:17,1407.32,USD,False,No Refund
PAY0000161,ORD0000161,UPI,Razorpay,Success,2026-03-20 22:05:59,1597.85,USD,False,Partial Refund
PAY0000162,ORD0000162,Net Banking,Stripe,Failed,2025-12-10 06:00:33,3348.13,USD,True,No Refund
PAY0000163,ORD0000163,UPI,Stripe,Failed,2026-01-23 01:12:39,1359.24,USD,True,Partial Refund
PAY0000164,ORD0000164,UPI,Square,Failed,2026-04-13 00:02:05,915.29,USD,False,No Refund
PAY0000165,ORD0000165,PayPal,Square,Success,2025-09-02 22:45:04,2084.85,USD,False,No Refund
PAY0000166,ORD0000166,Credit Card,Stripe,Success,2026-05-07 01:15:35,567.79,USD,True,Refunded
PAY0000167,ORD0000167,UPI,Stripe,Pending,2026-03-10 17:04:20,2140.61,USD,True,No Refund
PAY0000168,ORD0000168,PayPal,Stripe,Success,2025-10-11 12:40:32,1353.23,USD,False,Refunded
PAY0000169,ORD0000169,UPI,Stripe,Success,2025-06-28 16:50:29,865.72,USD,True,No Refund
PAY0000170,ORD0000170,Credit Card,PayPal,Pending,2026-02-07 00:29:59,1451.24,USD,False,Refunded
PAY0000171,ORD0000171,Net Banking,PayPal,Pending,2025-11-17 11:33:26,3415.5,USD,False,No Refund
PAY0000172,ORD0000172,PayPal,Square,Pending,2026-03-30 17:37:38,1392.71,USD,False,Refunded
PAY0000173,ORD0000173,Debit Card,Razorpay,Success,2025-10-21 21:52:20,543.78,USD,False,No Refund
PAY0000174,ORD0000174,Credit Card,Stripe,Failed,2026-04-24 09:31:26,3092.27,USD,True,Refunded
PAY0000175,ORD0000175,PayPal,Square,Failed,2025-12-02 19:16:59,1669.86,USD,True,Refunded
PAY0000176,ORD0000176,PayPal,Stripe,Success,2026-02-22 03:54:21,539.63,USD,False,Refunded
PAY0000177,ORD0000177,Debit Card,Square,Success,2025-08-24 00:13:18,290.64,USD,False,No Refund
PAY0000178,ORD0000178,PayPal,Razorpay,Failed,2025-11-22 03:59:12,3969.75,USD,False,No Refund
PAY0000179,ORD0000179,Credit Card,Stripe,Success,2026-03-04 07:23:40,702.08,USD,True,No Refund
PAY0000180,ORD0000180,Net Banking,Razorpay,Failed,2025-10-10 02:01:16,296.14,USD,False,Partial Refund
PAY0000181,ORD0000181,Credit Card,Razorpay,Failed,2026-01-09 19:29:11,3645.51,USD,False,Refunded
PAY0000182,ORD0000182,PayPal,PayPal,Failed,2025-07-18 02:36:41,535.56,USD,False,Refunded
PAY0000183,ORD0000183,Debit Card,Stripe,Failed,2025-11-28 18:30:26,3368.37,USD,False,Partial Refund
PAY0000184,ORD0000184,Credit Card,Stripe,Success,2025-05-21 08:24:57,2402.58,USD,False,Refunded
PAY0000185,ORD0000185,PayPal,Square,Failed,2025-05-23 20:30:34,2033.16,USD,False,No Refund
PAY0000186,ORD0000186,Credit Card,Square,Success,2025-06-13 07:23:22,1288.19,USD,False,No Refund
PAY0000187,ORD0000187,PayPal,Stripe,Failed,2025-11-07 02:59:02,2760.24,USD,False,Refunded
PAY0000188,ORD0000188,UPI,PayPal,Pending,2026-05-02 14:07:36,1369.85,USD,False,Refunded
PAY0000189,ORD0000189,UPI,Razorpay,Success,2025-10-01 09:50:45,140.96,USD,True,Partial Refund
PAY0000190,ORD0000190,UPI,Stripe,Pending,2025-05-28 07:49:17,134.74,USD,False,Partial Refund
PAY0000191,ORD0000191,Net Banking,Razorpay,Pending,2025-07-08 09:23:21,2570.15,USD,False,No Refund
PAY0000192,ORD0000192,Net Banking,Razorpay,Pending,2025-09-12 02:27:42,255.7,USD,True,Partial Refund
PAY0000193,ORD0000193,UPI,Stripe,Pending,2025-06-08 20:36:59,3318.08,USD,False,Refunded
PAY0000194,ORD0000194,Debit Card,PayPal,Success,2026-03-03 11:10:03,1828.47,USD,False,Refunded
PAY0000195,ORD0000195,Debit Card,Stripe,Failed,2026-02-02 03:32:45,3534.8,USD,False,Partial Refund
PAY0000196,ORD0000196,UPI,Square,Success,2025-10-23 09:31:34,762.54,USD,False,Refunded
PAY0000197,ORD0000197,Net Banking,Stripe,Pending,2025-07-31 09:39:33,990.09,USD,False,Refunded
PAY0000198,ORD0000198,PayPal,PayPal,Failed,2026-01-12 16:38:22,1850.59,USD,False,No Refund
PAY0000199,ORD0000199,UPI,Stripe,Failed,2025-08-03 05:12:48,2676.21,USD,False,Refunded
PAY0000200,ORD0000200,UPI,Square,Success,2025-05-19 10:04:49,2337.31,USD,True,Partial Refund
PAY0000201,ORD0000201,Debit Card,Razorpay,Failed,2025-09-08 21:41:17,172.8,USD,False,Refunded
PAY0000202,ORD0000202,UPI,Razorpay,Success,2025-06-08 07:03:55,725.4,USD,True,Refunded
PAY0000203,ORD0000203,UPI,Stripe,Failed,2026-04-30 02:39:56,347.02,USD,False,Refunded
PAY0000204,ORD0000204,PayPal,PayPal,Pending,2025-09-02 20:38:01,988.14,USD,False,Partial Refund
PAY0000205,ORD0000205,PayPal,Square,Failed,2025-10-25 10:30:14,1514.67,USD,False,Refunded
PAY0000206,ORD0000206,UPI,PayPal,Failed,2025-12-15 12:30:35,4622.52,USD,False,Partial Refund
PAY0000207,ORD0000207,Debit Card,Square,Pending,2025-09-30 15:39:30,579.74,USD,False,No Refund
PAY0000208,ORD0000208,Credit Card,Stripe,Pending,2025-08-12 19:40:05,566.23,USD,False,Refunded
PAY0000209,ORD0000209,PayPal,Razorpay,Success,2025-06-21 12:47:58,2958.08,USD,False,Partial Refund
PAY0000210,ORD0000210,UPI,PayPal,Pending,2025-08-07 07:04:20,1850.31,USD,False,Refunded
PAY0000211,ORD0000211,Debit Card,Razorpay,Pending,2025-10-21 09:24:48,3693.76,USD,False,No Refund
PAY0000212,ORD0000212,Net Banking,Stripe,Success,2025-07-21 20:49:19,198.59,USD,False,Refunded
PAY0000213,ORD0000213,UPI,PayPal,Pending,2026-02-15 04:40:19,2510.74,USD,False,Refunded
PAY0000214,ORD0000214,Credit Card,PayPal,Failed,2025-09-22 01:14:55,1992.62,USD,False,Partial Refund
PAY0000215,ORD0000215,PayPal,PayPal,Failed,2026-04-01 03:07:27,2158.76,USD,False,No Refund
PAY0000216,ORD0000216,PayPal,Square,Success,2025-09-30 15:43:37,1694.8,USD,False,Refunded
PAY0000217,ORD0000217,Credit Card,PayPal,Success,2026-01-18 15:08:18,131.79,USD,True,No Refund
PAY0000218,ORD0000218,Net Banking,PayPal,Pending,2026-04-12 02:34:20,783.08,USD,False,Refunded
PAY0000219,ORD0000219,Credit Card,Razorpay,Failed,2026-03-12 09:25:18,1658.63,USD,True,Refunded
PAY0000220,ORD0000220,UPI,Stripe,Failed,2025-10-25 20:02:10,163.8,USD,False,Refunded
PAY0000221,ORD0000221,Credit Card,Razorpay,Success,2025-08-08 02:59:33,2340.91,USD,False,No Refund
PAY0000222,ORD0000222,UPI,PayPal,Success,2025-11-07 09:21:00,2089.9,USD,False,Refunded
PAY0000223,ORD0000223,PayPal,Razorpay,Failed,2025-06-29 07:43:45,542.8,USD,False,Partial Refund
PAY0000224,ORD0000224,PayPal,Stripe,Success,2025-10-04 21:59:35,273.8,USD,False,Refunded
PAY0000225,ORD0000225,PayPal,Stripe,Failed,2026-04-21 17:06:02,716.84,USD,False,No Refund
PAY0000226,ORD0000226,Credit Card,Stripe,Pending,2026-01-08 22:58:49,1354.6,USD,False,No Refund
PAY0000227,ORD0000227,Credit Card,Razorpay,Success,2026-02-04 14:45:40,324.4,USD,False,Refunded
PAY0000228,ORD0000228,UPI,Square,Success,2025-10-09 11:18:56,3921.83,USD,False,No Refund
PAY0000229,ORD0000229,Credit Card,Stripe,Success,2025-10-13 02:20:10,1799.17,USD,False,Refunded
PAY0000230,ORD0000230,Credit Card,PayPal,Success,2025-07-09 01:23:59,807.09,USD,False,No Refund
PAY0000231,ORD0000231,Net Banking,PayPal,Success,2025-10-29 02:19:19,1489.48,USD,False,No Refund
PAY0000232,ORD0000232,Credit Card,Razorpay,Pending,2025-05-14 03:41:19,618.5,USD,False,Refunded
PAY0000233,ORD0000233,Net Banking,Square,Success,2025-09-30 16:44:18,780.86,USD,False,Refunded
PAY0000234,ORD0000234,Credit Card,Stripe,Failed,2025-07-28 14:14:20,321.99,USD,False,Partial Refund
PAY0000235,ORD0000235,PayPal,Stripe,Success,2025-08-20 02:41:52,2732.41,USD,False,Refunded
PAY0000236,ORD0000236,PayPal,PayPal,Failed,2025-10-01 17:30:28,290.12,USD,False,Refunded
PAY0000237,ORD0000237,UPI,Stripe,Pending,2026-04-15 19:52:43,1889.5,USD,False,No Refund
PAY0000238,ORD0000238,Debit Card,Stripe,Success,2025-05-28 09:15:14,4092.18,USD,False,Refunded
PAY0000239,ORD0000239,PayPal,Stripe,Pending,2025-06-20 23:31:31,423.35,USD,True,Partial Refund
PAY0000240,ORD0000240,Debit Card,Stripe,Pending,2026-03-08 12:30:38,1683.34,USD,False,Refunded
PAY0000241,ORD0000241,Net Banking,Stripe,Success,2025-08-17 18:59:45,682.87,USD,True,No Refund
PAY0000242,ORD0000242,UPI,Square,Success,2026-01-24 06:44:35,759.5,USD,False,Refunded
PAY0000243,ORD0000243,Debit Card,Stripe,Failed,2026-03-05 17:05:10,115.23,USD,False,Refunded
PAY0000244,ORD0000244,PayPal,Razorpay,Failed,2026-03-27 22:13:56,1116.53,USD,False,Partial Refund
PAY0000245,ORD0000245,Credit Card,Square,Failed,2026-05-07 18:42:06,1409.33,USD,False,Refunded
PAY0000246,ORD0000246,PayPal,Razorpay,Pending,2025-08-11 20:32:15,1046.83,USD,False,Partial Refund
PAY0000247,ORD0000247,Debit Card,Razorpay,Pending,2025-12-27 14:16:23,444.97,USD,False,No Refund
PAY0000248,ORD0000248,UPI,PayPal,Success,2025-12-23 08:17:39,444.84,USD,False,Partial Refund
PAY0000249,ORD0000249,PayPal,Stripe,Pending,2025-12-01 14:15:47,70.79,USD,False,Refunded
